Row,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
600000,2.6097110000000002e-23,2341.821,20.10261,5011815000.0,1508631.0,1047821.0,8294668.0,17796440000000.0,259996300.0,93038980.0,345094500.0,2343.524,2518211000.0,3418293000.0,6052503.0
3000000,4.437575e-24,1436.902,20.05444,934589600.0,1508631.0,1045034.0,1074.349,986916600000.0,162397200.0,92418980.0,2997229.0,1767.414,438576.6,10332930.0,1165714.0
120000,9151552.0,2983.345,20.10372,66102240000.0,2198518.0,1042528.0,660129300.0,238588800000000.0,259221300.0,93833520.0,5446016000.0,73393.95,8367860000.0,50223700000.0,55342800.0
600000,9.137222999999999e-26,2413.245,20.09289,4697970000.0,1544420.0,1039611.0,8178475.0,32021320000000.0,222141300.0,93110170.0,387592200.0,1997.121,1453814000.0,93129700.0,6655807.0
3000000,2.862506e-26,1734.705,20.04329,1036239000.0,1544420.0,1036550.0,78.43471,1564523000000.0,217574600.0,92684640.0,775298.7,1888.397,909126.9,9205676.0,1105649.0
120000,743163.7,2575.376,20.12123,21732290000.0,2296401.0,1039931.0,1412648000.0,164550500000000.0,241616000.0,94627910.0,4793083000.0,70223.73,11095250000.0,92173150000.0,56498050.0
600000,4.0067420000000005e-23,1887.521,20.06063,2157103000.0,1378994.0,1034290.0,54774930.0,7756078000000.0,208328700.0,92925850.0,602876000.0,1906.168,841454400.0,123494900.0,6500098.0
3000000,0.0,1887.521,20.05157,389772600.0,1175298.0,1034290.0,162.8331,4491674000000.0,172498600.0,92587080.0,998911.1,1894.571,439552.0,12157000.0,808159.2
120000,2229794.0,3163.777,20.11533,35826870000.0,2326557.0,1053178.0,255824300.0,478302400000000.0,276786600.0,94380760.0,16165060000.0,9767181.0,12371180000.0,96966780000.0,43080130.0
600000,1.478963e-22,1795.087,20.05406,4998948000.0,1520034.0,1041731.0,2800733.0,21066650000000.0,192109700.0,93354660.0,458825700.0,2505.082,1247725000.0,3266374000.0,5725309.0
3000000,4.4481000000000006e-23,1555.8,20.03588,790155600.0,1348325.0,1038056.0,243.4631,2285744000000.0,162635900.0,93178320.0,1479526.0,1537.774,722097.6,9893800.0,596863.2
120000,1437383.0,2811.411,20.10431,82801000000.0,2413134.0,1048396.0,1097339000.0,85598840000000.0,296888400.0,94438960.0,10264440000.0,10189580.0,15164610000.0,170648900000.0,57966860.0
600000,0.0,1726.358,20.05491,5611470000.0,1522923.0,1047923.0,96025290.0,14858790000000.0,207315600.0,94201780.0,523326700.0,2264.493,1380101000.0,361452500.0,5305876.0
3000000,0.0,1516.395,20.04478,459107700.0,1512825.0,1044604.0,7788.479,1267304000000.0,179766100.0,92779600.0,1325963.0,1792.469,733750.1,11312770.0,1177572.0
